Organization_Name,Estimated_Revenue_Range,Total_Funding_Amount,Headquarters_Location,Description,Founded_Date,Number_of_Founders,Funding_Status,Funding_Stage,Number_Funding_Rounds,Number_of_Investors,Industries,Industry_Groups,Sector_Size,Number_of_Employees,Downloads_Last_30_Days,Number_of_Apps,Visit_Duration,Bounce_Rate,Monthly_Visits,Monthly_Visits_Growth,Exit_status
Wadi Makkah,,,Riyadh,Wadi Makkah company aims to contribute effectively in developing a knowledge-based economy in Saudi Arabia.,2021,,,Seed,,,Service Industry,Transportation,18000000000,31,,4,246,37%,4523,86%,servival
Ezhalha,,,Ash Sharqiyah,Ezhalha is an app-based B2B marketplace for automotive industry that fulfills all the request.,2005,,,Series C,,,"Apps, Automotive, B2B, Marketplace",IT,13000000000,31,"7,479",5,378,79%,4592,-62%,servival
Newtech Store,,,Jeddah ,eCommerce for IT and AV Systems,1994,,Early Stage Venture,Series A,1,,"Consulting, E-Commerce, Information Technology, Web Development",E-Commerce,13000000000,376,,,1086,30%,224992,-22%,exited
Torod,,,Jeddah ,Torod is an API aggregator that enables E-store owners to track and manage returns from a single screen.,2017,1,Seed,Pre-Seed,1,2,"E-Commerce, Logistics, Shipping",Financial Services,13000000000,31,,,3,51%,777,,servival
Remal IT,,,Jeddah ,Remal Ventures is a leading Saudi company specialized in providing quality software solutions that have a substantial impact.,2018,,,Seed,,,Software,Travel&Tourism ,18000000000,6,"64,061",7,,,,,servival
Al Sorayai Trading And Industrial Group,300000000,,Riyadh ,"Al Sorayai is involved in manufacturing, wholesale, import, sale and retail trade of carpets, rugs, textiles, curtains and blankets.",2017,,IPO,Seed,,,"Manufacturing, Textiles, Wholesale",HealthTech,5400000000,6,,,32,50%,944,,exited
Pi Flow,,,Riyadh ,Pi Flow operates as an accounting services provider.,2017,,Seed,Seed,1,1,Accounting,IT,13000000000,176,,,,,,,servival
Mabet,,13331,Ash Sharqiyah,"Mabet is a platform that connects pilgrims, Umrah pilgrims and housing owners having Hajj housing permit to rent a location for their stay.",2005,,Seed,Pre-Seed,1,1,"Tourism, Travel",Consumer Services,42000000000,751,,,,,,,servival
LaanCare,,,Riyadh ,"Healthcare, Wellness, Telemedicine, Virtual Laboratory Services",2019,,Seed,Seed,1,1,"Health Care, Home Health Care, Wellness",Artificial Intelligence,13000000000,176,,,,,,,servival
Machinestalk,5500000,,Riyadh ,Machinestalk specializes in IoT technology solutions and services.,2019,,,Seed,,,"Information Technology, Internet of Things, Small and Medium Businesses",Financial Services,13000000000,176,,,1581,17%,32222,191%,servival
PetroSaudi,30000000,,Riyadh ,PetroSaudi is an oil exploration and production company headquartered in Saudi Arabia.,1998,1,,Series C,,,Enterprise Software,Real Estate,2500000000,176,,,,,,,servival
Codifygroup,,,Riyadh ,Codify is a Saudi Technology Group that integrates multiple multi-category eCommerce platform.,2017,1,,Series A,,,"Information Technology, Predictive Analytics",Artificial Intelligence,13000000000,176,,,,,,,servival
Riyadh Angel Investors,,,Riyadh ,"Riyadh Angel Investors is a network of investors, mentors and advisors that supports disruptive business ventures with scalable technology.",2009,2,,Series C,,,"Angel Investment, Information Technology, Venture Capital",Financial Services,13000000000,176,,,118,0%,394,149%,exited
Al Saedan Real Estate,,,Riyadh ,"Al Saedan Real Estate is a real estate company that develops, builds, sells, and buys real estate properties.",1990,,,Series C,,,"Commercial Real Estate, Consulting, Real Estate, Real Estate Investment, Residential",Food&Beverage ,42000000000,376,,,415,40%,1361,60%,servival
INTDV,,,Ash Sharqiyah,"INTDV specializes in artificial intelligence, machine learning, robotics management systems, chatbot and CMS services.",2008,,,Series B,,,"Artificial Intelligence, Machine Learning, Robotics",Insurtech,13000000000,376,,,3,0%,60,,exited
Naizak Global Engineering Systems,,,Riyadh ,"Naizak Global Engineering Systems is an engineering and IT conglomerate providing services for the Oil and Gas, Electrical and IT companies.",2009,,,Series A,,,"Chemical, Information Technology, Oil and Gas",Financial Services,13000000000,31,,,467,18%,11205,9%,exited
Buruj Cooperative Insurance Co.,75000000,,Riyadh ,"Buruj Cooperative Insurance Co. is a multi-line non-life insurance underwriter that underwrites health, property & casualty insurances.",2015,,IPO,Series A,,,"Finance, Financial Services, Health Care, Insurance",IT,13000000000,76,,,179,87%,23944,14%,exited
Al Rabie,750000000,,Riyadh ,"Al Rabie is a manufacturer of food, beverage and dairy products.",2018,,,Seed,,,"Food and Beverage, Food Processing, Manufacturing, Service Industry",E-Commerce,13000000000,31,,,1169,68%,3907,60%,servival
Walaa Cooperative Insurance Co.,300000000,,Riyadh ,Walaa Cooperative Insurance Co. is an insurance & reinsurance firm providing quality services & insurance products by qualified staff.,2017,,IPO,Seed,,,"Health Insurance, Life Insurance",Human Resources,49500000000,751,,,634,49%,81443,-41%,exited
Muscat Capital,,,Riyadh ,"Muscat Capital engages in asset management, investment banking and brokerage services.",2017,,IPO,Seed,,,"Banking, Financial Services, Real Estate Investment",Real Estate,2500000000,6,,,,,,,exited
Lean Node,5500000,,Riyadh,Creating digital ventures and products #StartupStudio,1999,,,Series B,,,"Information Technology, Software",Financial Services,13000000000,31,,,0,100%,138,23%,exited
Haseel,,,Ash Sharqiyah ,Haseel  is a fresh fruits and vegetables ecommerce platform .,2019,2,Seed,Seed,2,4,"E-Commerce, Fruit",Artificial Intelligence,13000000000,6,,,,,,,servival
Takamol,300000000,,Jeddah ,"Takamol offers project management, advisory, human resource and procurement services.",2017,,,Seed,,,"Advice, Human Resources, Procurement, Project Management",Media&Entertainment,49500000000,176,,,0,100%,2278,-45%,servival
Voxel,,,Riyadh ,"Voxel is a technology company specialized in 3d Scanning, Aerial Mapping and VR & AR Applications.",2017,,Seed,Pre-Seed,1,1,Construction,Artificial Intelligence,13000000000,31,,,106,70%,2974,202%,servival
Al-Ahsa Development Co.,75000000,,Riyadh ,Al-Ahsa Development Co. is an investment company focusing on development projects (industrial and service) and operation.,2001,,IPO,Series A,,,Impact Investing,Real Estate,2500000000,176,,,,,,,exited
ETISAL International,,,Riyadh ,ETISAL International provides BPO and outsourcing services.,2005,,,Series A,,,"Call Center, Outsourcing",Telecommunication,13000000000,376,,,39,33%,168,-89%,servival
Nommas,,,Riyadh ,Nommas is a professional vision solution provider to promote vision-based automation for smart manufacturing towards Industry 4.0,2017,1,,Series B,,,"Information Technology, Machine Learning, Manufacturing",Healthtech,5400000000,31,,,,,,,servival
Fayvo,,,Riyadh ,Fayvo is a social media app which allows users to share their favorites with friends and family.,2019,,Seed,Pre-Seed,1,2,"Social Media, Software",Financial Services,13000000000,31,,,,,,,servival
Wakeb Company For AI Technology and Data Management,,,Riyadh ,"We are highly specialized in artificial intelligence, machine learning, computer vision, Chat-bot Services and WhatsApp integration.",2008,1,,Series A,,,"Application Performance Management, Artificial Intelligence, Big Data, Computer Vision, E-Commerce Platforms, Machine Learning, Management Information Systems, Natural Language Processing, Software, Web Apps",Financial Services,13000000000,176,,,1130,53%,632,-69%,servival
Integrated Networks,,,Jeddah ,"INET provide unique blend of system integration using top-of-the-line products, revolutionary technology and proven expertise & experience.",2020,,,Seed,,,Communications Infrastructure,Financial Services,13000000000,6,,,18,0%,258,,servival
AFAQY,30000000,,Riyadh ,"AFAQY is an IT company that develops IoT, software solutions, GPS tracking & CCTV solutions for the transportation & logistics industries.",2003,,,Series A,,,"Fleet Management, GPS, Information and Communications Technology (ICT), Logistics, Software, Telecommunications, Transportation",Artificial Intelligence,13000000000,176,,,34,39%,969,-49%,servival
Saydl,,,Riyadh ,Saydl is a mobile application that gives you the convenience of shopping for your pharmaceutical needs and delivering them to your doorstep,2007,1,Seed,Seed,1,1,"E-Commerce, Mobile Apps, Pharmaceutical, Software",Media&Entertainment,49500000000,76,,,,,,,servival
Ta3meed,5500000,,Riyadh ,Ta3meed offers PO financing solutions to small and medium resellers through a crowdfunding platform.,2016,,,Series A,,,"Crowdfunding, Financial Services, Funding Platform",Food&Beverage ,42000000000,176,,,139,85%,328,-92%,servival
Al Rajhi Capital,5500000,,Riyadh ,"Al Rajhi Capital is a financial and banking services company that specializes in brokerage, asset and investment management services.",2010,,,Series B,,,"Asset Management, Banking, Financial Services",EduTech,4760000000,31,"28,736",4,347,50%,70039,-37%,servival
Mthmr,,,Jeddah ,"Fintech, Mobile App",2020,2,,Seed,,,"FinTech, Predictive Analytics",FinTech,13000000000,6,,,,,,,servival
Innovative Solutions,1000000,,Riyadh ,Innovative Solutions is a specialized professional services company.,1997,1,,Series C,,,"Cloud Security, Consulting, Cyber Security, Identity Management, Information Services, Information Technology, Penetration Testing, Predictive Analytics, Privacy",Real Estate,2500000000,176,488,5,,,,,servival
AMAD Group,,,Riyadh ,"AMAD Group is a management consulting company that provides technical, organizing events, training and translation services.",2007,,,Series C,,,"Events, Management Consulting, Training",Transportation,18000000000,751,,,,,,,servival
Zad Fresh,30000000,,Ash Sharqiyah ,Zad is an electronic platform that provides you with the service of delivering all your daily needs from hypermarkets or groceries.,1989,,,Series C,,,"Consumer Applications, Customer Service, Food and Beverage, Grocery, Predictive Analytics",Real Estate,2500000000,6,715,4,,,,,servival
Acadox,,742500,Ash Sharqiyah,Acadox provides modern and easy-to-use technologies to manage the learning and training process.,1995,3,Seed,Seed,1,1,"E-Learning, Software",Insurtech,13000000000,376,,39,830,50%,1681,-76%,exited
THEMAR,,,Riyadh ,P2P Purchase Financing Platform,2018,2,,Seed,,,"FinTech, Predictive Analytics",Human Resources,49500000000,76,,,,,,,servival
Awab Holdings,,,Sharqiyah,Awab Holdings is a real estate developer that operates residential projects with a strong and diversified asset base.,2004,,,Series B,,,"Construction, Project Management, Real Estate",Energy,49500000000,751,,,,,,,servival
flynas,30000000,,Jeddah ,Flynas is a Saudi Arabian based travel agency with its own passenger jet fleet.,2010,,,Series C,,,"Logistics, Travel",Financial Services,13000000000,76,"81,715",1,506,29%,1511117,-29%,exited
Al Tamimi & Company,1000000,,Jeddah ,Al Tamimi & Company is a full service law firm that specialises in a broad range of practice areas.,2017,,,Series A,,,Construction,Media&Entertainment,49500000000,6,,,382,82%,68172,4%,servival
Bahri,5500000000,,Riyadh ,"Bahri is one of the transport and logistics companies in the world, playing a role in the global shipping sector's transformation & growth.",2009,1,IPO,Series C,,,"Chemical, Marine Transportation, Transportation",Financial Services,13000000000,176,,3,145,11%,9072,22%,exited
Al-Etihad Cooperative Insurance Co.,300000000,,Riyadh,Al-Etihad Cooperative Insurance Co.is an insurance company that is authorized to transact all sectors of insurance except life insurance.,2016,,IPO,Seed,,,"Health Insurance, Insurance",Food&Beverage ,42000000000,31,435,3,759,59%,68183,87%,exited
Tamkeen HR,,,Riyadh ,Tamkeen HR provides employment services & professional solutions to the Saudi market under total quality conditions & reconciles.,2007,,,Series C,,,Human Resources,Real Estate,2500000000,176,,,73,51%,9710,-26%,servival
Zedan Group,30000000,,Riyadh ,"Zedan Group consists of a number of companies that focus on engineering, procurement and construction.",1999,,,Sereis B,,,Oil and Gas,Sales&Marketing,13000000000,176,,,,,,,servival
Aljazira Takaful Taawuni,30000000,,Ash Sharqiyah,Aljazira Takaful Taawuni is a wide range of Sharia-compliant insurance solutions for individuals and companies.,2017,,IPO,Seed,,,"Financial Services, Insurance, Life Insurance, Property Insurance",IT,13000000000,176,,,887,44%,4392,384%,exited
Sarahah,,,Riyadh ,Sarahah is a social networking service for providing anonymous feedback.,2007,1,,Series C,,,"Social, Social Network",Insurtech,13000000000,176,,,582,42%,196920,-10%,exited
Quara Finance,,,Riyadh ,"Quara Finance is a Saudi company that offers financial solutions, services, and products.",2001,,,Series B,,,"Financial Services, Professional Services, Small and Medium Businesses",Artificial Intelligence,13000000000,176,,,376,46%,8971,47%,servival
Tazej Food,,,Jeddah ,A company that sells and delivers meat products,1999,,,Series C,,,"E-Commerce, Food and Beverage, Manufacturing",IT,13000000000,31,,,,,,,servival
Rafal Real Estate Development Company,,,Jeddah ,Rafal Real Estate Development Company that provides exclusive investment opportunities in their properties.,2003,,,Series B,,,"Commercial Real Estate, Real Estate, Real Estate Investment",Human Resources,49500000000,76,,,63,32%,3555,120%,servival
Heights Company For Event Management Organizer in Riyadh KSA,30000000,,Riyadh ,"Event Management ,Exhibitions & Conferences Organizing in Riyadh, Best Event Management Agency in Saudi Arabia, Events Organisers in Riyadh",2016,,,Seed,,,"Digital Marketing, Event Management, Events, Social Media Marketing",E-Commerce,13000000000,31,,,9,67%,202,-89%,servival
IK Saudi,,,Riyadh , IK-Saudi vision to be the premier pipe & pipeline intervention solutions & technologies.,1994,,Early Stage Venture,Series A,1,1,"Information Technology, Manufacturing",Energy,49500000000,751,,,,,,,servival
Arabia Insurance Cooperative Co.,75000000,,Jeddah ,Arabia Insurance Cooperative Co.is an insurance firm that aims to meet customers' needs through valuable investment & insurance services.,2003,,IPO,Series B,,,"Health Insurance, Insurance, Life Insurance",Sales&Marketing,13000000000,376,,,640,40%,13003,40%,exited
eSense Software,5500000,,Ash Sharqiyah,"IT Business Solution, Custom Development, Professional Services",2020,,,Seed,,,"Consulting, CRM, Information Technology, Robotics, Software",Artificial Intelligence,13000000000,31,,,195,34%,252,-86%,servival
ERA Group,,,Ash Sharqiyah,ERA Group is an information technology and services company.,2020,1,,Seed,,,"Information Services, Information Technology",IT,13000000000,6,,,0,100%,233,-67%,servival
zetalents,,,Riyadh ,Zetalents is a Human Capital Information System that helps organizations meet HR operations and needs.,2009,,,Series B,,,"Human Resources, Software",Financial Services,13000000000,751,,,,,,,exited
Aswaq.com,5500000,,Riyadh ,Aswaq.com is an e-Commerce company.,2014,,,Series B,,,"Consumer Electronics, Consumer Goods, E-Commerce, Retail",Financial Services,13000000000,176,,,144,57%,26608,-65%,servival
Saudi Industrial Development Fund (SIDF),75000000,,Jeddah,Saudi Industrial Development Fund (SIDF),2016,,,Seed,,,Manufacturing,E-Commerce,13000000000,6,,,374,42%,29222,54%,servival
Sejel,1000000,,Jeddah ,"Sejel offers cybersecurity, big data analytics, cloud computing, project management, apps and technical assistance services.",1990,,,Series C,,,"Analytics, Big Data, Cloud Computing, Cyber Security, Data Center Automation",Sales&Marketing,13000000000,31,,,,,,,servival
